,version,image_path,height,width
756,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1513.png,353,1024
757,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1514.png,134,189
758,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1515.png,367,353
759,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1516.png,209,246
760,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1517.png,121,102
761,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1518.png,100,63
762,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1519.png,231,192
763,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\152.png,317,401
764,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1520.png,779,329
765,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1521.png,66,75
766,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1522.png,138,76
767,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1523.png,177,202
768,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1524.png,530,390
769,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1525.png,512,438
770,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1526.png,82,94
771,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1527.png,62,67
772,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1528.png,115,286
773,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1529.png,188,132
774,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\153.png,29,73
775,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1530.png,504,547
776,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1531.png,285,200
777,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1532.png,43,225
778,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1533.png,444,754
779,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1534.png,225,339
780,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1535.png,98,82
781,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1536.png,169,145
782,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1537.png,90,90
783,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1538.png,370,446
784,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1539.png,197,41
785,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\154.png,858,1005
786,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1540.png,125,92
787,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1541.png,261,185
788,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1542.png,324,133
789,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1543.png,120,96
790,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1544.png,424,329
791,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1545.png,174,152
792,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1546.png,143,98
793,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1547.png,499,1023
794,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1548.png,106,169
795,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1549.png,148,148
796,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\155.png,601,532
797,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1550.png,338,186
798,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1551.png,34,12
799,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1552.png,121,97
800,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1553.png,67,47
801,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1554.png,138,118
802,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1555.png,104,67
803,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1556.png,87,93
804,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1557.png,135,138
805,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1558.png,157,139
806,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1559.png,380,346
807,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\156.png,467,269
808,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1560.png,73,54
809,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1561.png,225,212
810,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1562.png,274,281
811,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1563.png,140,59
812,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1564.png,39,122
813,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1565.png,706,498
814,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1566.png,91,101
815,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1567.png,188,247
816,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1568.png,15,60
817,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1569.png,53,183
818,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\157.png,161,63
819,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1570.png,229,128
820,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1571.png,104,89
821,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1572.png,104,172
822,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1573.png,347,172
823,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1574.png,370,344
824,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1575.png,200,362
825,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1576.png,150,46
826,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1577.png,642,758
827,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1578.png,1023,249
828,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1579.png,32,237
829,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\158.png,52,89
830,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1580.png,153,320
831,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1581.png,312,218
832,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1582.png,341,473
833,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1583.png,137,165
834,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1584.png,159,146
835,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1585.png,335,272
836,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1586.png,685,461
837,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1587.png,157,35
838,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1588.png,172,298
839,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1589.png,687,712
840,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\159.png,58,138
841,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1590.png,108,95
842,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1591.png,150,138
843,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1592.png,378,331
844,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1593.png,128,63
845,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1594.png,212,238
846,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1595.png,946,483
847,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1596.png,100,102
848,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1597.png,198,194
849,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1598.png,53,119
850,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1599.png,215,243
851,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\16.png,149,114
852,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\160.png,398,359
853,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1600.png,426,295
854,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1601.png,100,102
855,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1602.png,185,88
856,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1603.png,226,303
857,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1604.png,307,1023
858,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1605.png,165,136
859,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1606.png,806,594
860,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1607.png,207,225
861,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1608.png,555,501
862,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1609.png,314,214
863,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\161.png,47,168
864,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1610.png,212,155
865,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1611.png,81,42
866,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1612.png,99,62
867,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1613.png,366,310
868,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1614.png,135,117
869,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1615.png,787,921
870,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1616.png,272,273
871,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1617.png,398,688
872,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1618.png,312,221
873,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1619.png,214,141
874,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\162.png,114,99
875,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1620.png,122,120
876,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1621.png,320,276
877,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1622.png,73,87
878,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1623.png,21,62
879,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1624.png,370,341
880,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1625.png,429,62
881,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1626.png,234,195
882,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1627.png,58,52
883,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1628.png,52,76
884,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1629.png,153,207
885,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\163.png,216,123
886,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1630.png,313,564
887,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1631.png,19,22
888,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1632.png,139,169
889,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1633.png,376,384
890,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1634.png,186,167
891,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1635.png,502,668
892,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1636.png,145,169
893,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1637.png,88,185
894,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1638.png,194,281
895,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1639.png,107,277
896,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\164.png,205,188
897,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1640.png,153,288
898,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1641.png,114,89
899,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1642.png,40,123
900,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1643.png,267,337
901,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1644.png,106,140
902,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1645.png,169,131
903,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1646.png,95,116
904,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1647.png,58,201
905,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1648.png,359,256
906,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1649.png,111,257
907,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\165.png,106,198
908,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1650.png,371,281
909,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1651.png,547,505
910,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1652.png,745,422
911,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1653.png,81,386
912,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1654.png,122,102
913,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1655.png,438,666
914,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1656.png,50,198
915,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1657.png,253,641
916,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1658.png,304,589
917,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1659.png,138,87
918,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\166.png,83,326
919,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1660.png,689,623
920,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1661.png,167,296
921,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1662.png,100,94
922,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1663.png,155,109
923,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1664.png,203,310
924,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1665.png,310,364
925,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1666.png,194,194
926,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1667.png,244,413
927,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1668.png,133,106
928,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1669.png,450,582
929,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\167.png,70,106
930,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1670.png,282,894
931,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1671.png,68,48
932,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1672.png,306,304
933,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1673.png,386,191
934,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1674.png,202,155
935,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1675.png,97,142
936,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1676.png,305,524
937,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1677.png,501,555
938,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1678.png,56,35
939,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1679.png,979,301
940,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\168.png,359,249
941,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1680.png,491,532
942,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1681.png,140,103
943,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1682.png,478,306
944,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1683.png,174,154
945,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1684.png,169,184
946,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1685.png,478,801
947,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1686.png,355,327
948,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1687.png,332,365
949,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1688.png,178,440
950,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1689.png,382,311
951,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\169.png,132,123
952,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1690.png,470,472
953,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1691.png,208,34
954,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1692.png,1024,354
955,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1693.png,893,335
956,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1694.png,55,51
957,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1695.png,6,42
958,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1696.png,130,119
959,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1697.png,641,545
960,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1698.png,79,13
961,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1699.png,43,70
962,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\17.png,320,373
963,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\170.png,124,142
964,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1700.png,335,230
965,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1701.png,429,200
966,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1702.png,12,34
967,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1703.png,79,126
968,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1704.png,221,255
969,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1705.png,237,330
970,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1706.png,921,763
971,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1707.png,89,91
972,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1708.png,250,185
973,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1709.png,41,80
974,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\171.png,219,141
975,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1710.png,289,239
976,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1711.png,225,337
977,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1712.png,310,199
978,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1713.png,187,165
979,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1714.png,210,249
980,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1715.png,114,314
981,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1716.png,249,206
982,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1717.png,499,668
983,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1718.png,87,73
984,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1719.png,124,306
985,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\172.png,250,388
986,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1720.png,1023,249
987,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1721.png,372,1006
988,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1722.png,311,222
989,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1723.png,69,42
990,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1724.png,277,277
991,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1725.png,830,519
992,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1726.png,257,116
993,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1727.png,49,61
994,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1728.png,311,231
995,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1729.png,230,311
996,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\173.png,78,86
997,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1730.png,152,107
998,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1731.png,112,313
999,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1732.png,102,235
1000,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1733.png,159,282
1001,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1734.png,188,206
1002,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1735.png,119,109
1003,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1736.png,318,142
1004,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1737.png,473,334
1005,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1738.png,387,323
1006,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1739.png,162,135
1007,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\174.png,111,101
1008,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1740.png,133,163
1009,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1741.png,135,161
1010,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1742.png,73,88
1011,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1743.png,282,200
1012,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1744.png,139,318
1013,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1745.png,281,156
1014,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1746.png,332,609
1015,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1747.png,426,574
1016,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1748.png,230,338
1017,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1749.png,329,242
1018,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\175.png,335,146
1019,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1750.png,216,289
1020,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1751.png,186,192
1021,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1752.png,451,520
1022,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1753.png,122,121
1023,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1754.png,428,164
1024,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1755.png,468,830
1025,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1756.png,635,976
1026,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1757.png,319,375
1027,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1758.png,604,309
1028,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1759.png,188,313
1029,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\176.png,321,284
1030,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1760.png,146,110
1031,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1761.png,163,108
1032,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1762.png,468,280
1033,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1763.png,314,207
1034,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1764.png,222,255
1035,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1765.png,97,83
1036,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1766.png,271,121
1037,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1767.png,290,272
1038,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1768.png,302,375
1039,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1769.png,423,656
1040,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\177.png,257,96
1041,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1770.png,56,143
1042,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1771.png,845,332
1043,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1772.png,387,402
1044,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1773.png,147,287
1045,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1774.png,837,494
1046,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1775.png,319,475
1047,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1776.png,165,94
1048,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1777.png,378,315
1049,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1778.png,166,337
1050,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1779.png,186,170
1051,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\178.png,279,450
1052,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1780.png,736,428
1053,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1781.png,357,610
1054,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1782.png,403,278
1055,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1783.png,109,94
1056,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1784.png,315,483
1057,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1785.png,11,35
1058,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1786.png,106,120
1059,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1787.png,372,312
1060,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1788.png,980,628
1061,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1789.png,282,159
1062,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\179.png,182,133
1063,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1790.png,98,234
1064,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1791.png,282,285
1065,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1792.png,91,89
1066,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1793.png,324,380
1067,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1794.png,453,375
1068,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1795.png,122,125
1069,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1796.png,1023,498
1070,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1797.png,73,224
1071,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1798.png,153,152
1072,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1799.png,278,283
1073,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\18.png,118,122
1074,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\180.png,293,128
1075,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1800.png,136,128
1076,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1801.png,68,47
1077,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1802.png,132,548
1078,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1803.png,240,186
1079,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1804.png,357,609
1080,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1805.png,453,810
1081,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1806.png,89,176
1082,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1807.png,223,310
1083,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1808.png,280,398
1084,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1809.png,405,426
1085,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\181.png,303,334
1086,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1810.png,183,235
1087,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1811.png,22,19
1088,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1812.png,109,278
1089,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1813.png,170,589
1090,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1814.png,373,320
1091,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1815.png,340,186
1092,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1816.png,147,12
1093,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1817.png,256,222
1094,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1818.png,410,515
1095,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1819.png,17,35
1096,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\182.png,731,774
1097,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1820.png,285,198
1098,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1821.png,311,373
1099,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1822.png,146,109
1100,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1823.png,217,314
1101,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1824.png,501,829
1102,_separated2,../data/Cerrado_trees.v1i.coco/_separated2\1825.png,262,395
